name,type,ra_deg,dec_deg,mag
IC0590 NED01,G,151.457625,0.633361,14.49
IC0590 NED02,G,151.461125,0.631806,14.84
IC0591,G,151.865375,12.274500,14.13
IC0592,G,151.994792,-2.497250,14.22
IC0593,G,152.075042,-2.526806,14.43
IC0594,G,152.133333,-0.666861,14.8
IC0595,G,152.408833,11.000250,15.21
IC0596,G,152.630625,10.042389,15.09
IC0597,G,152.549833,-6.899250,15.66
IC0598,G,153.202375,43.145528,13.72
IC0599,G,153.302125,-5.629000,15.1
IC0600,G,154.295458,-3.497778,13.7
IC0601,G,154.563708,7.038833,15.38
IC0602,G,154.582208,7.049306,13.58
IC0603,G,154.854375,-5.656167,14.89
IC0604,Dup,155.936083,57.026861,
IC0605,G,155.600542,1.198250,14.63
IC0606,Dup,155.885917,10.959722,
IC0607,G,156.035750,16.741889,14.73
IC0608,G,156.088042,-6.039306,14.77
IC0609,G,156.397625,-2.215222,14.33
IC0610,G,156.618208,20.228194,14.59
IC0611,Dup,156.618208,20.228194,
IC0612,G,156.774417,11.054889,15.36
IC0613,G,156.782458,11.010722,15.02
IC0614,G,156.716042,-3.464750,14.8
IC0615,G,156.841583,11.079972,15.34
IC0616,G,158.198167,15.860833,14.56
IC0617,Dup,158.182542,-12.637306,
IC0618,Dup,158.189167,-12.717417,
IC0619,G,158.458250,12.878361,14.77
IC0620,G,158.389292,11.871389,15.28
IC0621,G,158.337667,2.616139,15.16
IC0622,Dup,158.678333,11.197333,
IC0623,G,158.837542,3.558389,14.95
IC0624,G,159.063250,-8.333944,14.27
IC0625,G,160.658542,-23.935611,13.79
IC0626,G,159.237917,-7.023861,15.19
IC0627,G,159.332875,-3.357806,14.61
IC0628,G,159.400792,5.603694,14.77
IC0629,Dup,159.260500,-27.565056,
IC0630,G,159.640042,-7.170528,12.98
IC0631,G,159.745417,-7.052389,16.19
IC0632,G,159.799125,-0.409472,14.18
IC0633,G,159.851583,-0.389306,14.62
IC0634,G,160.228708,5.991833,15.05
IC0635,G,160.438750,15.643333,15.09
IC0636,G,160.460792,4.330778,14.88
IC0637,G,160.591333,15.359611,15.32
IC0638,G,160.949917,15.895139,15.51
IC0639,G,161.466750,16.930444,14.85
IC0640,Other,161.710208,34.767639,
IC0641,Other,161.955875,34.672833,
IC0642,G,162.033875,18.188694,13.89
IC0643,G,162.363250,12.201000,15.07
IC0644,Dup,162.880958,55.390972,
IC0645,G,162.538958,-6.042889,15.43
IC0646,G,162.896583,55.465833,15.39
IC0647,G,162.643708,-12.854806,15.79
IC0648,G,162.751333,12.287389,14.88
IC0649,GPair,162.717500,1.163889,
IC0649 NED01,G,162.717042,1.165333,15.7
IC0649 NED02,G,162.717500,1.161667,14.9
IC0650,G,162.668958,-13.442056,14.9
IC0651,G,162.743375,-2.150361,13.09
IC0652,Dup,162.740125,-12.448528,
IC0653,G,163.028250,-0.560778,14.12
IC0654,G,163.459958,-11.725583,15.14
IC0655,G,163.592667,-0.364972,15.31
IC0656,Other,163.783917,17.612889,
IC0657,G,164.473208,-4.904944,15.29
IC0658,G,164.567750,8.241667,14.63
IC0659,G,164.516083,-6.260528,15.43
IC0660,G,164.611083,1.382917,15.51
IC0661,G,164.714583,1.650639,15.35
IC0662,G,164.835625,1.598833,15.57
IC0663,G,165.155292,10.437194,15.42
IC0664,G,165.188958,10.553056,14.68
IC0665,G,165.124708,-13.866806,15.18
IC0666,G,165.311708,10.481111,15.23
IC0667,G,166.652292,15.088722,15.63
IC0668,G,166.664833,15.040917,15.37
IC0669,G,166.819042,6.302472,14.28
IC0670,G,166.870042,6.714250,14.55
IC0671,G,166.881667,0.783111,14.62
IC0672,G,167.013458,-12.484167,
IC0673,G,167.355458,-0.097722,14.65
IC0674,G,167.776500,43.633000,14.36
IC0675,**,167.739000,3.594222,
IC0676,G,168.165917,9.055833,13.41
IC0677,G,168.485417,12.301083,13.67
IC0678,G,168.526583,6.577194,15.38
IC0679,G,169.152542,-13.972083,15.39
IC0680,G,169.477917,-1.946444,14.59
IC0681,G,169.633042,-12.140222,14.79
IC0682,Dup,170.561417,20.208528,
IC0683,G,170.382417,2.751806,15.5
IC0684,Dup,170.386958,2.810444,
IC0685,G,170.527167,17.753417,16.33
IC0686,G,170.771958,5.644667,15.55
IC0687,G,171.072208,47.847528,14.87
IC0688,G,170.917667,-9.795556,15.01
IC0689,Dup,170.910125,-13.831111,
IC0690,G,171.085875,-8.341972,15.26
IC0691,G,171.684667,59.155417,13.74
IC0692,G,171.472792,9.987500,14.22
IC0693,G,171.702583,-5.004000,14.65
IC0694,G,172.113750,58.578472,18.2
IC0695,G,171.992875,-11.715333,15.29
IC0696,G,172.166333,9.098694,14.5
IC0697,G,172.143542,-1.629583,15.43
IC0698,G,172.266000,9.112056,14.43
IC0699,G,172.277042,8.988583,14.53
IC0700,GGroup,172.314500,20.584917,
IC0700 NED01,G,172.309000,20.581111,16.31
IC0700 NED02,G,172.313750,20.583167,14.09
IC0700 NED03,G,172.318167,20.586583,17.23
IC0700 NED04,G,172.319583,20.587861,18.73
IC0701,G,172.752833,20.468944,14.63
IC0702,G,172.727958,-4.922000,15.57
IC0703,Dup,172.519375,-11.546333,
IC0704,Dup,172.548167,-11.543500,
IC0705,G,173.234792,50.241861,15.05
IC0706,G,173.302583,-13.338056,14.98
IC0707,G,173.436000,21.380056,13.84
IC0708,G,173.496750,49.062056,14.13
IC0709,G,173.560583,49.043167,14.96
IC0710,G,173.614208,25.876472,15.65
IC0711,G,173.694000,48.956111,15.17
IC0712,G,173.705458,49.077694,14.39
IC0713,*,173.684250,16.846889,
IC0714,Dup,174.125792,-9.846694,
IC0715,GPair,174.227625,-8.377389,
IC0715NW,G,174.225875,-8.375806,15.03
IC0715SE,G,174.228917,-8.378722,
IC0716,G,174.763875,-0.206000,14.81
IC0717,Dup,174.712708,-10.583750,
IC0718,G,174.969875,8.874528,14.56
IC0719,G,175.077125,9.009889,13.76
IC0720,GPair,175.592917,8.767778,
IC0720 NED01,G,175.592917,8.765472,14.95
IC0720 NED02,G,175.593083,8.769861,14.82
IC0721,G,175.620333,-8.340333,15.22
IC0722,G,175.682333,8.974222,14.82
IC0723,G,175.740000,-8.332500,14.62
IC0724,G,175.894458,8.942472,13.65
IC0725,G,175.872250,-1.667972,14.94
IC0726,G,175.938750,33.391944,15.91
IC0727,G,176.119167,10.783806,14.89
IC0728,G,176.210292,-1.601333,14.46
IC0729,G,176.326333,33.335806,15.27
IC0730,Dup,176.396875,3.231833,
IC0731,G,176.325333,49.570417,15.78
IC0732,GPair,176.498333,20.442778,
IC0732N,G,176.497625,20.447028,15.42
IC0732S,G,176.499458,20.438917,15.39
IC0733,G,176.494000,-8.155833,16.1
IC0734,GPair,176.515833,-8.267778,
IC0734 NED01,G,176.515625,-8.271028,15.75
IC0734 NED02,G,176.516167,-8.264972,15.65
IC0735,G,177.053333,13.209389,14.93
IC0736,G,177.083833,12.716583,15.57
IC0737,G,177.114667,12.727389,14.81
IC0738,G,177.228625,-4.681944,14.88
IC0739,G,177.880375,23.862861,14.93
IC0740,Dup,177.662250,55.353861,
IC0741,G,177.632375,-4.835889,14.98
IC0742,G,177.759375,20.799722,13.93
IC0743,G,178.342750,-13.264861,15.18
IC0744,G,178.519792,23.192222,15.91
IC0745,G,178.551125,0.136639,13.52
IC0746,G,178.896375,25.889444,14.51
IC0747,G,179.270417,-8.292333,15.35
IC0748,G,179.361292,7.460944,15.09
IC0749,G,179.641875,42.734028,12.28
IC0750,G,179.717500,42.722472,11.82
IC0751,G,179.719167,42.570333,14.39
IC0752,G,179.812500,42.566833,15.34
IC0753,G,179.803667,-0.523833,14.45
IC0754,G,179.848125,-1.654528,14.27
IC0755,Dup,180.293417,14.104306,
IC0756,G,180.740875,4.845861,17.54
IC0757,Dup,181.003250,52.588278,
IC0758,G,181.049500,62.505361,14.25
IC0759,Other,181.288875,20.260000,
IC0760,G,181.472958,-29.292083,13.51
IC0761,G,181.473750,-12.673333,15.44
IC0762,G,182.049833,25.757139,14.8
IC0763,G,182.063792,25.811500,15.43
IC0764,G,182.559125,-29.736806,12.41
IC0765,Other,182.629042,16.135194,
IC0766,G,182.723333,-12.655250,14.88
IC0767,G,182.761375,12.104000,14.43
IC0768,G,182.948417,12.143722,14.46
IC0769,G,183.134708,12.123806,13.39
IC0770,G,183.259708,-4.553361,16.01
IC0771,G,183.805167,13.184528,14.69
IC0772,G,183.816208,23.958167,15.38
IC0773,G,184.533708,6.139556,14.49
IC0774,G,184.713583,-6.766556,15.73
IC0775,G,184.723625,12.912667,13.26
IC0776,G,184.762083,8.856111,14.35
IC0777,G,184.849000,28.309944,14.49
IC0778,Dup,183.591875,56.011444,
IC0779,G,184.911375,29.883194,14.96
IC0780,G,184.993250,25.771694,14.36
IC0781,G,185.013750,14.961528,14.17
IC0782,G,185.404042,5.765750,14.31
IC0783,G,185.411625,15.745111,14.09
IC0784,G,185.625208,-4.652694,14.12
IC0785,G,185.758667,-13.223639,14.65
IC0786,G,185.795625,-13.204667,14.04
IC0787,G,186.354667,16.124194,14.89
IC0788,Dup,186.529792,16.181000,
IC0789,G,186.585500,7.460167,14.78
IC0790,Dup,186.647917,9.035472,
IC0791,G,186.747833,22.639583,14.39
IC0792,G,186.786542,16.325389,14.76
IC0793,Dup,187.066375,9.436194,
IC0794,G,187.035875,12.093306,13.53
IC0795,G,187.130583,23.304944,15.15
IC0796,G,187.359792,16.404778,13.79
IC0797,G,187.978167,15.123944,13.56
IC0798,G,188.139208,15.415389,14.26
IC0799,Dup,188.457917,-7.375556,
IC0800,G,188.486083,15.354833,13.74
IC0801,G,188.437292,52.254806,14.74
IC0802,*,188.990125,74.301333,
IC0803,GGroup,189.904208,16.588028,
IC0803 NED01,G,189.899417,16.587833,16.35
IC0803 NED02,G,189.906292,16.588528,15.32
IC0804,G,190.316542,-5.009111,14.53
IC0805,Dup,190.356042,13.729528,
IC0806,G,190.535125,-17.349361,15.47
IC0807,G,190.552042,-17.403556,14.61
IC0808,Other,190.477292,19.932111,
IC0809,G,190.536083,11.754278,13.72
IC0810,G,190.537833,12.596806,14.26
IC0811,Dup,191.196042,-10.197833,
IC0812,G,191.211917,-4.434611,14.85
IC0813,G,191.299333,23.036139,13.42
IC0814,G,191.392250,-8.092194,15.84
IC0815,G,191.594458,11.876611,15.43
IC0816,G,191.693083,9.850556,14.87
IC0817,G,191.736667,9.857111,14.89
IC0818,G,191.685625,29.735278,15.06
IC0819,Dup,191.542125,30.731917,
IC0820,Dup,191.546833,30.722750,
IC0821,G,191.859000,29.787778,13.8
IC0822,G,191.939875,30.077194,15.44
IC0823,*,191.961917,27.209167,
IC0824,Dup,192.424375,-4.579722,
IC0825,G,192.579875,-5.363000,15.49
IC0826,G,192.833042,31.059639,14.74
IC0827,G,192.979417,16.282861,14.93
IC0828,G,193.065125,-8.132861,15.02
IC0829,G,193.114292,-15.518528,13.46
IC0830,G,192.818833,53.696306,14.16
IC0831,G,193.183625,26.470417,15.17
IC0832,G,193.496292,26.444056,14.94
IC0833,G,194.159167,-6.733417,16.7
IC0834,G,194.077500,26.358917,15.06
IC0835,G,194.217833,26.487722,14.87
IC0836,G,193.975083,63.612333,14.53
IC0837,G,194.380042,26.512167,15.54
IC0838,G,194.556542,26.426889,15.44
IC0839,G,194.562708,28.125917,14.56
IC0840,G,194.675125,10.616500,14.97
IC0841,G,194.947250,21.813222,15.12
IC0842,G,195.164792,29.019417,13.93
IC0843,Dup,195.430708,29.044667,
IC0844,G,195.825917,-30.521083,13.7
IC0845,G,196.239250,12.079056,15.34
IC0846,G,196.337958,23.095556,15.13
IC0847,Dup,196.383958,53.685139,
IC0848,G,196.756500,16.007111,15.4
IC0849,G,196.911208,-0.942472,14.09
IC0850,G,196.959292,-0.868444,14.97
IC0851,G,197.143083,21.049778,13.91
IC0852,G,196.903167,60.157194,14.76
IC0853,G,197.173875,52.774278,13.57
IC0854,G,197.458208,24.577556,14.3
IC0855,G,197.653750,-4.484528,14.84
IC0856,G,197.673375,20.536778,15.19
IC0857,G,198.459042,17.076250,14.57
IC0858,G,198.716417,17.226778,14.71
IC0859,G,198.738667,17.225167,15.17
IC0860,G,198.764708,24.618861,14.47
IC0861,G,198.780917,34.328778,15.57
IC0862,G,199.064083,20.047667,15.26
IC0863,G,199.301667,-17.254472,14.27
IC0864,G,199.285375,20.691722,16.99
IC0865,G,199.397875,-5.833889,15.27
IC0866,G,199.319792,20.691000,15.48
IC0867,G,199.332458,20.638083,14.92
IC0868,G,199.368917,20.612333,14.79
IC0869,GPair,199.378167,20.681083,
IC0869 NED01,G,199.374833,20.684194,15.9
IC0869 NED02,G,199.381833,20.677583,16.57
IC0870,G,199.378750,20.600111,15.16
IC0871,G,199.494417,4.403417,14.48
IC0872,G,199.256667,6.357083,15.07
IC0873,G,199.567833,4.464306,15.2
IC0874,G,199.752167,-27.628556,13.51
IC0875,G,199.281542,57.539444,13.0
IC0876,G,199.644083,4.486306,14.63
IC0877,Other,199.489042,6.082056,
IC0878,Other,199.501500,6.120417,
IC0879,G,199.919042,-27.428972,14.07
IC0880,Other,199.530667,6.112111,
IC0881,G,199.984792,15.850528,14.61
IC0882,G,200.028917,15.898139,14.83
IC0883,G,200.147250,34.139500,14.71
IC0884,Other,200.478792,-12.729722,
IC0885,G,200.628833,21.316417,14.53
IC0886,G,200.989542,-4.395444,15.98
IC0887,Other,201.049750,-12.460417,
IC0888,Dup,201.214208,13.737861,
IC0889,G,201.656417,11.869500,15.19
IC0890,G,202.106625,-16.092333,15.21
IC0891,G,202.499667,0.305111,14.6
IC0892,G,202.941167,-2.713056,14.29
IC0893,G,202.947417,-2.611611,14.76
IC0894,G,203.020083,17.048972,16.37
IC0895,Dup,205.534750,35.654222,
IC0896,G,203.542583,4.868472,14.86
IC0897,G,203.581042,17.848056,15.62
IC0898,G,203.539208,13.280833,15.46
IC0899,G,203.747750,-8.091639,15.06
IC0900,G,203.679208,9.336861,13.1
IC0901,G,203.926667,13.330917,15.23
IC0902,G,204.005083,49.960833,14.48
IC0903,G,204.608625,-0.227639,13.62
IC0904,G,204.634208,0.540194,14.21
IC0905,G,205.012208,23.142972,14.94
IC0906,G,205.041625,23.341083,15.52
IC0907,G,204.845875,51.051056,14.26
IC0908,G,205.328917,-4.344194,14.42
IC0909,G,205.213167,24.473278,14.74
IC0910,G,205.282750,23.282056,15.1
IC0911,G,205.355708,23.247472,15.44
IC0912,G,205.370250,23.245444,15.25
IC0913,G,205.373583,23.166944,15.46
IC0914,G,205.419208,23.189028,15.19
IC0915,G,205.863958,-17.332806,15.07
IC0916,G,205.658958,24.465056,15.42
IC0917,*,205.630208,55.636917,
IC0918,G,205.657542,55.529556,17.97
IC0919,G,205.697917,55.521389,15.66
IC0920,G,206.352792,-12.574167,14.33
IC0921,G,205.783333,55.651222,
IC0922,G,205.734833,55.603889,18.05
IC0923,G,205.809125,55.603139,16.37
IC0924,G,206.406625,-12.455083,15.2
IC0925,G,205.817083,55.615806,17.49
IC0926,G,205.913625,55.631528,17.46
IC0927,G,206.468292,-12.464500,15.44
IC0928,G,205.950000,55.567861,18.67
IC0929,G,205.937583,55.633778,17.83
IC0930,G,205.939792,55.646528,17.1
IC0931,G,205.954958,55.623972,
IC0932,G,205.963333,55.646750,18.13
IC0933,G,206.317333,23.218944,14.48
IC0934,G,205.968292,55.656806,17.38
IC0935,Dup,205.968292,55.656806,
IC0936,G,206.035625,55.706111,17.39
IC0937,G,206.120542,55.630194,17.5
IC0938,G,206.130208,55.627389,16.5
IC0939,G,206.929708,3.411472,14.42
IC0940,G,206.990458,3.449639,15.35
IC0941,G,207.148500,24.015083,15.23
IC0942,G,206.921417,56.621583,15.22
IC0943,G,207.633875,3.194167,14.67
IC0944,G,207.878625,14.092222,14.46
IC0945,G,206.782500,72.070389,15.05
IC0946,G,208.034833,14.116222,14.35
IC0947,G,208.149583,0.818361,13.83
IC0948,G,208.111292,14.091278,14.23
IC0949,G,208.069833,22.521583,15.24
IC0950,GPair,208.109167,14.489722,
IC0950 NED01,G,208.106833,14.488722,16.28
IC0950 NED02,G,208.111375,14.490889,15.12
IC0951,G,207.946708,50.978333,14.33
IC0952,G,208.424667,3.377389,14.69
IC0953,Other,208.738417,-30.283306,
IC0954,G,207.487083,71.164556,14.45
IC0955,Other,208.930500,-30.261194,
IC0956,GPair,208.669500,20.721472,
IC0956 NED01,G,208.667833,20.719806,16.14
IC0956 NED02,G,208.669000,20.717000,15.95
IC0957,Other,209.034833,-30.237639,
IC0958,Dup,208.911458,4.985056,
IC0959,G,209.014167,13.505833,14.34
IC0960,GPair,208.998208,17.505833,
IC0960A,G,208.996208,17.499222,15.5
IC0960B,G,209.000500,17.511556,15.12
IC0961,G,208.944958,25.840361,15.46
IC0962,G,209.305000,12.021333,13.98
IC0963,G,209.354250,17.407750,15.15
IC0964,G,209.422292,17.508722,15.45
IC0965,G,209.447917,17.510528,15.22
IC0966,G,209.558333,5.408278,14.75
IC0967,G,209.595625,14.457250,14.7
IC0968,GPair,210.155083,-2.907583,
IC0968 NED01,G,210.152542,-2.909111,15.28
IC0968 NED02,G,210.158167,-2.906306,15.88
IC0969,G,210.442500,-4.180389,15.92
IC0970,G,210.642542,14.552556,14.56
IC0971,G,210.969958,-10.140583,12.88
IC0972,PN,211.107958,-17.228194,13.9
IC0973,Dup,211.622917,-5.481472,
IC0974,*,211.643167,-5.492417,16.72
IC0975,G,211.786833,15.318083,15.52
IC0976,G,212.180375,-1.161639,14.01
IC0977,G,212.175208,-3.002444,15.16
IC0978,G,212.242083,-2.973778,15.22
IC0979,G,212.384875,14.831833,14.37
IC0980,G,212.593375,-7.342583,15.23
IC0981,G,212.617250,-4.171444,15.01
IC0982,G,212.496208,17.696111,14.53
IC0983,G,212.518208,17.733833,11.96
IC0984,G,212.532333,18.364667,14.41
IC0985,G,212.886958,-3.219750,14.61
IC0986,G,212.859292,1.286528,14.67
IC0987,G,212.882833,19.172278,15.37
IC0988,G,213.633583,3.190250,14.69
IC0989,G,213.713917,3.130889,13.07
IC0990,G,213.954958,39.797917,15.27
IC0991,G,214.452417,-13.872944,13.75
IC0992,G,214.562125,0.891083,14.82
IC0993,G,214.577583,11.216389,15.44
IC0994,G,214.594292,11.195167,14.62
IC0995,G,214.129625,57.810111,14.5
IC0996,G,214.341958,57.629861,14.62
IC0997,GPair,214.996875,-4.451250,
IC0997 NED01,G,214.996875,-4.451194,14.32
IC0997 NED02,G,214.998958,-4.452306,15.71
IC0998,G,215.080375,-4.416444,15.67
IC0999,G,214.886125,17.875306,14.55
IC1000,G,214.917958,17.854694,14.47
IC1001,G,215.165292,5.427361,15.01
IC1002,G,215.176167,5.485778,15.43
IC1003,G,215.374000,5.073194,15.33
IC1004,G,215.259500,17.700583,15.82
IC1005,Dup,214.861250,71.588222,
IC1006,G,215.746250,23.794333,15.12
IC1007,G,216.152458,4.559167,15.04
IC1008,GPair,215.927458,28.347861,
IC1008 NED01,G,215.926083,28.346083,15.33
IC1008 NED02,G,215.929792,28.347417,15.11
IC1009,G,216.573333,12.352917,15.16
IC1010,G,216.834833,1.025861,14.56
IC1011,G,217.018875,1.006306,14.69
IC1012,G,216.789583,30.948222,14.73
IC1013,G,216.995250,25.866333,16.62
IC1014,G,217.076792,13.780222,13.9
IC1015,GTrpl,217.079792,15.420111,
IC1015 NED01,G,217.078667,15.416361,15.56
IC1015 NED02,G,217.082125,15.421944,16.54
IC1015 NED03,G,217.080250,15.421167,16.1
IC1016,Dup,216.884875,4.821611,
IC1017,G,217.030125,25.868778,14.64
IC1018,G,217.053333,25.830528,16.08
IC1019,G,217.056167,25.947417,15.05
IC1020,G,217.206208,26.032278,14.95
IC1021,G,217.321375,20.654528,15.04
IC1022,G,217.507667,3.772861,15.16
IC1023,OCl,218.104750,-35.803583,
IC1024,G,217.863333,3.009083,13.98
IC1025,G,217.867833,7.063917,15.35
IC1026,Dup,217.543417,31.215500,
IC1027,G,217.452083,53.965028,15.24
IC1028,G,218.318458,41.650389,14.74
IC1029,G,218.113583,49.904611,11.29
IC1030,Dup,218.159750,31.670167,
IC1031,G,218.599917,48.037444,15.43
IC1032,G,218.664500,47.967972,15.68
IC1033,G,218.673958,47.937806,15.02
IC1034,G,219.307208,14.665139,15.55
IC1035,G,219.542542,9.336028,14.95
IC1036,G,219.594958,18.111222,15.66
IC1037,G,219.605708,18.184028,14.82
IC1038,G,219.864292,11.928639,15.43
IC1039,G,220.122500,3.432750,15.72
IC1040,G,220.094708,9.476139,15.44
IC1041,G,220.157917,3.377028,14.9
IC1042,G,220.162583,3.469722,14.7
IC1043,G,220.180625,3.374028,15.76
IC1044,G,220.370917,9.430917,14.77
IC1045,Dup,220.038375,42.779556,
IC1046,G,219.472583,69.014472,14.65
IC1047,G,220.583208,19.191833,15.53
IC1048,G,220.741667,4.889472,13.89
IC1049,G,219.888000,62.002944,14.7
IC1050,G,221.029667,18.012639,15.24
IC1051,G,221.048292,19.020222,15.36
IC1052,G,221.058792,20.614000,15.38
IC1053,G,221.430125,16.946917,15.17
IC1054,G,221.630167,1.274750,14.79
IC1055,G,221.857042,-13.716139,13.12
IC1056,G,221.454375,50.394056,14.32
IC1057,Dup,221.454375,50.394056,
IC1058,G,222.301625,17.020944,14.87
IC1059,G,222.677333,-0.875806,15.23
IC1060,G,222.947292,-7.232639,15.13
IC1061,G,222.809333,18.757556,16.0
IC1062,G,222.823583,18.686972,15.28
IC1063,G,223.045917,4.682056,14.87
IC1065,G,222.339875,63.270556,13.71
IC1066,G,223.261917,3.296028,14.13
IC1067,G,223.271875,3.331778,13.52
IC1068,G,223.387167,3.077306,14.64
IC1069,G,222.693833,54.411167,14.88
IC1070,G,223.463667,3.484667,15.88
IC1071,G,223.552083,4.750028,14.46
IC1072,G,223.554750,4.841556,15.28
IC1073,G,223.559792,4.794389,15.49
IC1074,G,222.988833,51.264889,15.05
IC1075,G,223.705208,18.105972,14.87
IC1076,G,223.748417,18.037333,13.69
IC1077,G,224.340500,-19.213694,13.46
IC1078,G,224.120917,9.354528,14.72
IC1079,G,224.150667,9.369750,14.65
IC1080,G,224.499250,-6.723306,14.98
IC1081,G,224.729417,-19.239083,14.75
IC1082,G,224.718708,7.007306,15.28
IC1083,G,223.889208,68.408583,15.16
IC1084,G,225.312000,-7.474917,14.23
IC1085,G,225.680708,17.252528,14.91
IC1086,G,225.871542,17.114417,15.32
IC1087,G,226.682875,3.776833,15.47
IC1088,*,226.697583,3.791861,
IC1089,G,226.858292,7.116750,15.24
IC1090,Other,226.429792,42.682361,
IC1091,G,227.056292,-11.140917,14.34
IC1092,G,226.900500,9.358222,15.04
IC1093,G,226.898500,14.548000,14.99
IC1094,GTrpl,226.925833,14.625000,
IC1094 NED01,G,226.924208,14.621889,16.57
IC1094 NED02,G,226.925792,14.627972,16.3
IC1094 NED03,G,226.927458,14.626750,17.14
IC1095,G,227.146042,13.670611,15.3
IC1096,G,227.089875,19.192111,15.69
IC1097,G,227.130417,19.184333,14.83
IC1098,*,226.605167,55.601667,
IC1099,G,226.727708,56.509000,14.78
IC1100,Dup,226.586750,62.980972,
IC1101,G,227.733750,5.744778,15.34
IC1102,G,227.770625,4.293861,15.5
IC1103,G,227.899458,19.207778,15.81
IC1104,*,228.207833,-5.055611,
IC1105,G,228.307958,4.287556,14.94
IC1106,G,228.484500,4.710972,15.13
IC1107,G,228.537333,4.714417,15.91
IC1108,Dup,229.208333,-45.649306,
IC1109,G,229.266583,5.256111,15.37
IC1110,G,228.021125,67.362583,14.83
IC1111,Dup,227.381500,54.506500,
IC1112,G,229.447292,7.218278,15.07
IC1113,G,229.562958,12.488667,15.28
IC1114,*,227.857042,75.426694,
IC1115,**,230.579250,-4.473861,
IC1116,G,230.480292,8.423778,14.53
IC1117,G,231.095417,15.488583,15.68
IC1118,G,231.248042,13.445083,14.91
IC1119,GPair,231.434500,-3.656306,
IC1119 NED01,G,231.433958,-3.653944,16.5
IC1119 NED02,G,231.435917,-3.658056,15.28
IC1120,G,231.546000,18.872333,16.23
IC1121,G,231.933583,6.803889,15.42
IC1122,G,232.346125,7.617417,15.58
IC1123,*,232.225458,42.898528,
IC1124,G,232.503625,23.638417,14.45
IC1125,G,233.273375,-1.628250,14.32
IC1126,*,233.753417,4.990417,
IC1127,Dup,233.738542,23.503139,
IC1128,Dup,233.273375,-1.628250,
IC1129,G,233.003417,68.246333,13.5
IC1130,G,234.433458,17.244417,15.56
IC1131,G,234.715417,12.080639,14.73
IC1132,G,235.028167,20.680611,14.37
IC1133,G,235.299958,15.573417,14.73
IC1134,G,236.243750,16.962111,15.41
IC1135,G,236.394625,17.700083,15.14
